ACCESSION	GSE1730
TITLE	mRNA abundance from wild type

EXP	NAME	STDDEV	SAMPLES	TIMEPOINT	CHANNELS	TEST COL	TEST BKGD	CNTL COL	CNTL BKGD	LOG	NORM	RMA DATA
70	mRNA abundance WT on LB / Genomic DNA from dnaC(ts) mutant	0.929	GSM30231,GSM30232,GSM30233,GSM30234		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
71	mRNA abundance WT on LB / Genomic DNA from dnaC(ts) mutant (dye swap)	0.875	GSM30235,GSM30236,GSM30237,GSM30238		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
72	mRNA abundance gyrA D82G mutant on LB / Genomic DNA from dnaC(ts) mutant	1.135	GSM30239,GSM30240,GSM30241,GSM30242		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
73	mRNA abundance gyrA D82G mutant on LB / Genomic DNA from dnaC(ts) mutant (dye swap)	0.969	GSM30243,GSM30244,GSM30245,GSM30246		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
74	mRNA abundance (wt in LB, norfloxacin for 10 min)  / Genomic DNA from dnaC(ts) mutant	0.697	GSM30247,GSM30248,GSM30249,GSM30250		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
75	mRNA abundance (wt in LB, norfloxacin for 10 min) / Genomic DNA from dnaC(ts) mutant (dye swap)	0.631	GSM30251,GSM30252,GSM30253,GSM30254		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
76	mRNA abundance (wt in LB, norfloxacin for 30 min) / Genomic DNA from dnaC(ts) mutant	0.904	GSM30255,GSM30256,GSM30257,GSM30258		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
77	mRNA abundance (wt in LB, norfloxacin for 30 min) / Genomic DNA from dnaC(ts) mutant (dye swap)	0.811	GSM30259,GSM30260,GSM30261,GSM30262		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
78	mRNA abundance (gyrA D82G, LB) / mRNA abundance (wt, LB)	0.285	GSM30330,GSM30331,GSM30332,GSM30333		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
79	mRNA abundance (gyrA D82G, LB) / mRNA abundance (wt, LB) (dye swap)	0.345	GSM30334,GSM30335,GSM30336,GSM30337		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
80	mRNA abundance (wt, M9) / Genomic DNA from dnaC(ts) mutant	0.300	GSM30338,GSM30339,GSM30340,GSM30341		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	

LABELS
LOCUSTAG	Locus_Tag
GENE	Name
EXP_num_M	Ratio of Test/Control
EXP_num_A	Average=0.5*(Test+Control)
EXP_num_TestInt	Test Intensity
EXP_num_CntlInt	Control Intensity

LOCUSTAG	GENE	EXP_70_M	EXP_70_A	EXP_70_TestInt	EXP_70_CntlInt	EXP_71_M	EXP_71_A	EXP_71_TestInt	EXP_71_CntlInt	EXP_72_M	EXP_72_A	EXP_72_TestInt	EXP_72_CntlInt	EXP_73_M	EXP_73_A	EXP_73_TestInt	EXP_73_CntlInt	EXP_74_M	EXP_74_A	EXP_74_TestInt	EXP_74_CntlInt	EXP_75_M	EXP_75_A	EXP_75_TestInt	EXP_75_CntlInt	EXP_76_M	EXP_76_A	EXP_76_TestInt	EXP_76_CntlInt	EXP_77_M	EXP_77_A	EXP_77_TestInt	EXP_77_CntlInt	EXP_78_M	EXP_78_A	EXP_78_TestInt	EXP_78_CntlInt	EXP_79_M	EXP_79_A	EXP_79_TestInt	EXP_79_CntlInt	EXP_80_M	EXP_80_A	EXP_80_TestInt	EXP_80_CntlInt
b3383	yhfZ	0.258	10.714	1836.827	1536.040	0.182	11.427	2932.672	2585.092	-0.320	12.309	4541.647	5669.477	-0.375	11.950	3474.284	4505.589	-0.320	9.977	902.010	1126.007	-0.054	10.748	1687.884	1752.259	-0.435	9.022	447.114	604.459	-0.440	9.006	441.417	598.829	-0.016	9.966	994.619	1005.711	-0.188	8.858	434.737	495.245	0.043	11.754	3505.732	3402.784
b3384	trpS	-1.081	12.078	2972.580	6288.499	0.756	12.601	8073.620	4780.680	0.175	14.036	17848.312	15809.455	0.187	13.846	15711.137	13801.142	1.015	11.464	4015.879	1987.171	1.111	12.092	6416.185	2970.520	1.164	9.819	1352.113	603.412	1.554	10.355	2244.222	764.303	-0.195	10.167	1074.537	1230.049	0.082	10.861	1913.502	1807.776	-0.208	12.492	5359.936	6191.186
b3385	gph	-0.836	11.722	2528.384	4513.403	1.100	11.662	4744.367	2213.326	0.941	13.101	12173.868	6341.023	0.721	12.757	8887.118	5391.608	0.554	10.959	2411.976	1642.867	0.261	11.746	3759.956	3137.718	1.227	10.310	1942.232	829.731	1.242	9.940	1510.698	638.702	0.240	11.169	2502.232	2118.753	0.081	9.959	1023.645	967.756	-0.286	12.073	3902.005	4757.540
b3386	rpe	-0.312	11.923	3485.138	4326.546	0.575	12.391	6555.545	4400.647	-0.347	13.555	10671.682	13573.452	-0.069	13.392	10495.622	11009.795	1.498	10.400	2270.824	803.971	0.860	11.931	5260.558	2898.318	0.643	10.818	2255.920	1444.646	0.489	10.685	1950.327	1389.644	-0.256	11.628	2896.309	3458.666	0.356	10.279	1405.629	1098.257	-0.154	11.950	3750.845	4173.378
b3387	dam	-0.701	11.221	1872.176	3043.467	1.031	11.568	4340.062	2123.900	0.098	13.129	9267.728	8659.092	0.417	12.747	7943.175	5949.283	1.001	10.532	2094.659	1046.604	0.714	11.387	3430.017	2091.033	1.286	9.618	1227.068	503.204	1.029	9.746	1226.643	601.116	0.008	10.587	1542.441	1533.912	0.042	9.548	759.549	737.756	0.076	11.963	4098.840	3888.505
b3388	damX	-0.662	12.109	3511.812	5556.651	0.614	12.458	6960.620	4547.948	0.291	13.725	14977.404	12241.562	0.453	13.514	13686.823	9998.528	0.259	11.196	2566.346	2144.611	0.166	11.960	4219.920	3761.259	0.737	10.135	1451.672	870.983	0.364	10.405	1538.171	1195.170	0.104	11.137	2334.665	2172.288	-0.026	10.440	1376.701	1401.737	0.361	12.149	5146.943	4007.537
b3389	aroB	-0.239	12.337	4762.489	5620.567	0.741	12.576	7893.777	4723.040	0.918	13.105	12110.745	6409.517	1.273	12.750	10708.732	4431.256	0.395	10.052	1217.326	925.764	0.043	10.555	1527.017	1482.175	1.081	10.605	2265.321	1070.820	0.956	10.475	1982.356	1021.873	-0.041	11.741	3374.598	3471.877	0.384	10.443	1590.208	1218.592	-0.171	12.089	4105.949	4622.636
b3390	aroK	0.744	12.413	7057.786	4214.074	-0.114	12.728	6521.554	7057.786	0.180	13.577	13006.994	11481.313	0.591	13.193	11493.256	7630.173	-0.713	11.409	2123.900	3481.516	-0.019	11.899	3793.990	3844.286	-0.017	11.331	2561.015	2591.371	0.145	10.576	1605.158	1451.672	0.183	11.278	2645.821	2330.623	-0.062	10.627	1547.796	1615.763	-0.193	12.367	4940.701	5647.905
b3391	hofQ	0.874	11.724	4579.581	2498.766	-0.820	11.998	3078.475	5434.758	-1.374	12.976	5004.465	12970.981	-0.659	12.753	5493.462	8674.110	-0.008	10.307	1263.316	1270.341	0.059	11.370	2701.416	2593.168	-0.372	9.769	766.956	992.553	-0.493	9.937	826.287	1162.891	0.322	10.995	2281.869	1825.404	-0.011	9.246	604.878	609.507	0.324	11.967	4479.121	3578.155
b3392	hofP	0.202	11.001	2198.037	1910.852	-0.346	11.326	2277.129	2894.303	-0.503	11.768	2929.624	4151.739	-0.780	11.587	2347.647	4031.218	-0.730	10.375	1031.122	1710.260	-0.274	11.296	2286.619	2764.878	-0.866	8.801	330.384	602.159	-0.517	9.132	469.018	671.154	-0.076	8.914	469.832	495.245	-0.135	8.639	380.433	417.751	-0.026	11.973	3983.995	4056.444
b3393	hofO	0.273	11.081	2381.244	1970.710	-0.254	11.193	2143.867	2556.581	-0.804	12.131	3394.539	5926.645	-0.274	12.299	4582.757	5541.266	-0.218	10.316	1181.988	1374.794	-0.249	11.239	2217.164	2634.841	-0.168	8.895	449.133	504.601	-0.415	9.017	448.667	598.207	0.311	9.548	833.767	672.085	-0.083	8.663	393.849	417.172	0.111	11.382	2773.515	2568.126
b3394	hofN	-0.042	10.818	1779.184	1831.741	-0.330	11.167	2050.841	2577.935	-0.253	11.968	3669.836	4373.280	-0.428	11.782	3036.092	4084.659	-0.411	10.471	1230.902	1636.616	-0.197	11.252	2277.918	2611.205	-0.098	8.990	491.484	526.030	-0.209	9.069	499.555	577.429	-0.050	8.985	497.999	515.561	-0.161	8.554	355.449	397.414	-0.220	11.843	3403.964	3964.711
b3395	hofM	0.307	11.530	3289.152	2658.690	-0.229	11.707	3088.092	3619.313	-0.825	13.051	6376.283	11295.809	-0.733	12.935	6074.290	10096.027	0.115	10.947	2054.398	1896.995	-0.307	11.834	3282.320	4060.664	1.016	9.786	1255.460	620.807	0.811	9.765	1152.459	656.886	0.172	11.452	2973.611	2639.410	-0.089	10.186	1129.525	1201.399	0.046	11.511	2965.377	2872.318
b3396	mrcA	-0.296	11.096	1975.497	2425.388	-0.313	12.169	4131.643	5132.692	0.154	12.243	5113.162	4595.480	0.198	11.946	4225.774	3683.854	0.124	10.604	1624.748	1490.933	-0.361	11.503	2561.015	3289.152	0.337	9.422	770.953	610.353	0.347	9.254	688.589	541.381	0.077	9.437	711.885	674.886	0.298	9.291	694.581	564.958	-0.203	11.525	2746.731	3161.733
b3397	nudE	-0.790	10.948	1502.345	2597.666	0.673	11.619	3971.587	2490.984	0.544	12.500	6994.475	4797.277	0.462	12.365	6191.186	4494.672	0.023	10.815	1815.939	1787.218	0.322	11.509	3258.517	2606.684	0.566	9.717	1024.000	691.699	0.343	9.452	788.791	621.883	-0.115	10.242	1163.697	1260.255	-0.240	9.252	561.056	662.603	-0.425	12.157	3941.421	5291.643
b3398	yrfF	0.529	11.854	4446.640	3081.677	-0.543	12.246	4024.238	5863.312	-0.740	13.270	7643.406	12765.832	-0.829	13.241	7263.756	12903.725	-0.298	10.466	1275.635	1568.315	-0.039	11.405	2675.328	2748.636	-0.891	10.731	1248.085	2314.524	-0.456	10.197	1002.231	1374.794	-0.050	10.233	1182.808	1224.519	0.673	9.441	877.649	550.462	-0.134	12.328	4908.274	5386.006
b3399	yrfG	-0.463	11.780	2995.332	4128.780	0.793	11.961	5247.811	3028.736	0.076	13.317	10477.450	9939.792	0.257	13.172	10089.031	8442.766	1.712	10.805	3238.253	988.433	1.548	11.648	5487.754	1876.723	1.597	9.792	1541.907	509.698	1.214	9.935	1490.933	642.699	0.191	10.782	1881.281	1647.999	0.167	9.728	898.578	800.357	-0.138	12.343	4952.702	5449.847
b3400	hslR	-1.235	12.235	3142.071	7395.849	0.916	12.296	6907.749	3660.944	0.468	13.546	14066.736	10169.774	0.304	13.557	13391.222	10846.936	0.351	12.247	5489.656	4304.112	0.828	12.681	8749.592	4928.729	2.625	10.523	3654.606	592.430	1.813	10.567	2843.594	809.283	0.483	10.546	1767.507	1264.630	0.310	9.949	1100.543	887.744	0.094	11.898	3942.787	3694.082
b3401	hslO	-2.268	11.760	1580.319	7611.684	0.868	12.608	8433.992	4621.034	1.547	13.007	14071.612	4815.601	1.921	12.536	11557.166	3051.917	1.044	12.260	7043.125	3415.782	1.058	13.025	12027.090	5776.580	2.867	11.291	6767.935	927.691	1.808	10.892	3555.902	1015.518	0.503	11.258	2915.444	2057.248	0.814	10.458	1865.052	1060.846	-0.025	12.321	5072.566	5161.233
b3402	yhgE	1.000	11.779	4969.896	2484.948	-0.928	12.169	3338.536	6352.021	-1.245	13.288	6496.739	15398.477	-1.193	13.261	6492.237	14843.050	-0.021	10.454	1392.537	1412.955	0.115	11.663	3374.598	3116.044	-0.253	9.711	767.754	914.919	-0.792	10.335	981.606	1699.624	-0.021	10.413	1353.520	1373.366	0.469	9.050	623.610	450.536	0.521	10.198	1407.091	980.586
b3403	pck	-0.155	13.176	8770.844	9765.648	1.095	13.141	13202.285	6180.466	0.190	14.490	24576.639	21544.022	-0.773	14.529	18084.925	30903.872	-0.103	12.069	4145.987	4452.809	-0.076	12.711	6530.601	6883.850	2.112	11.979	8393.169	1941.559	0.190	11.964	4266.981	3740.460	-0.481	14.281	16850.456	23518.363	0.096	13.309	10491.985	9816.548	0.398	10.339	1486.805	1128.351
b3404	envZ	0.133	12.011	4322.050	3941.421	0.114	12.259	5099.005	4711.596	-0.314	13.400	9694.831	12052.126	-0.456	13.131	7659.317	10506.540	-0.170	10.750	1623.622	1826.670	-0.442	11.720	2894.303	3931.870	-0.234	9.587	709.176	834.056	-0.189	9.883	884.366	1008.154	0.270	11.306	2780.252	2305.717	0.315	9.954	1106.279	889.284	0.140	11.489	3017.211	2738.177
b3405	ompR	-1.622	11.667	1853.453	5704.956	1.315	12.023	6564.639	2638.496	0.904	12.745	9390.589	5018.359	1.160	12.499	8653.092	3872.367	1.248	9.595	1191.861	501.811	1.080	11.516	4258.117	2014.212	1.317	10.048	1671.005	670.689	0.977	10.095	1534.444	779.551	0.030	10.925	1964.573	1924.143	0.106	10.239	1253.720	1164.908	0.282	11.990	4485.335	3688.964
b3406	greB	-0.858	9.546	555.252	1006.408	0.937	11.107	3051.917	1594.071	1.534	10.554	2558.354	883.447	0.544	9.908	1160.073	795.655	0.579	9.069	656.431	439.433	0.352	9.969	1132.268	887.129	0.354	10.030	1181.988	924.802	0.521	8.716	503.728	351.042	0.030	9.312	642.254	629.037	-0.375	9.181	509.698	660.997	-0.231	12.022	3838.960	4505.589
b3407	yhgF	-0.075	12.450	5451.736	5742.646	0.422	12.521	6803.210	5077.843	0.509	13.353	12481.468	8770.844	0.418	13.257	11315.400	8469.141	0.107	10.671	1691.984	1571.035	-0.294	11.585	2774.477	3401.605	0.046	9.340	658.482	637.818	-0.077	9.564	736.989	777.393	0.114	10.674	1699.624	1570.491	0.112	9.389	696.993	644.931	0.399	12.189	5361.794	4066.297
b3408	feoA	-0.755	11.514	2251.234	3799.253	1.065	11.777	5076.083	2426.229	0.393	11.663	3715.910	2829.831	0.348	11.396	3040.304	2388.684	-0.129	9.507	695.786	760.867	0.045	10.866	1895.680	1837.464	-0.153	8.913	457.142	508.287	-0.126	9.440	664.903	725.585	0.347	10.140	1272.544	1000.496	0.139	8.863	488.597	443.718	-0.565	9.800	732.914	1084.264
b3409	feoB	0.614	11.929	4823.953	3151.887	-0.299	10.110	996.344	1225.793	-0.676	12.919	6127.148	9789.368	-0.270	12.633	5784.594	6975.109	-0.737	10.402	1048.056	1746.802	-0.226	11.346	2406.966	2815.158	-0.836	9.812	672.784	1200.983	-0.799	9.663	614.598	1069.336	0.443	10.198	1369.563	1007.455	0.498	9.279	738.268	522.758	-0.079	8.992	495.417	523.302
b3410	feoC	-0.268	10.852	1684.378	2028.222	0.271	11.431	3032.937	2513.531	-1.331	10.966	1261.129	3172.710	0.043	11.177	2350.090	2281.078	-0.119	8.238	289.717	314.627	-0.241	10.474	1308.320	1546.188	-0.097	8.371	320.127	342.391	0.028	9.004	518.428	508.463	0.283	9.240	666.980	548.178	0.147	9.076	567.903	512.888	0.125	11.243	2531.014	2320.950
b3411	yhgA	0.362	11.074	2443.952	1901.603	-0.243	11.717	3094.520	3662.213	-0.335	12.377	4736.153	5974.077	0.004	12.484	5736.679	5720.795	0.126	10.181	1212.694	1111.275	-0.013	10.929	1940.886	1958.455	-0.196	9.690	771.755	884.060	0.214	9.716	905.769	780.903	0.084	9.950	1018.337	960.739	-0.084	9.000	497.309	527.125	-0.091	11.875	3639.438	3876.395
b3412	bioH	0.391	11.620	3604.292	2748.636	-0.014	11.671	3244.994	3276.637	-0.491	12.748	5802.665	8155.174	-0.113	12.526	5671.442	6133.522	-0.067	10.425	1343.239	1407.091	0.007	11.371	2655.007	2642.156	-0.437	9.554	646.049	874.612	-0.274	9.642	726.591	878.562	0.053	11.028	2126.846	2050.130	-0.107	9.574	734.440	790.981	0.126	11.986	4237.507	3883.118
b3413	gntX	-0.764	11.474	2182.854	3706.906	0.649	11.741	4286.249	2733.436	0.245	12.349	5679.310	4792.292	0.547	12.319	6176.184	4227.239	0.102	10.238	1251.116	1165.715	-0.183	11.097	2055.823	2333.856	-0.146	9.097	520.589	576.030	-0.184	9.306	593.869	674.652	-0.114	9.445	669.992	725.082	-0.071	9.092	532.449	559.308	-0.002	12.035	4193.677	4199.495
b3414	nfuA	-1.152	12.070	2884.289	6409.517	1.144	12.374	7891.041	3570.722	0.958	13.303	14086.250	7251.180	1.409	13.138	14689.524	5531.672	0.529	10.711	2013.514	1395.436	0.288	11.400	2986.003	2445.646	0.526	9.842	1101.306	764.832	0.483	9.575	901.698	645.154	0.122	10.955	2070.839	1902.921	-0.041	9.722	832.612	856.613	-0.029	12.581	6065.875	6189.040
b3415	gntT	0.689	11.626	4013.096	2489.258	-0.784	12.100	3345.486	5760.587	-0.907	12.419	3999.212	7499.091	-0.502	12.193	3934.597	5572.079	-0.485	10.170	973.812	1362.934	-0.468	11.327	2184.368	3021.397	-0.931	9.554	544.391	1037.935	-0.954	9.855	665.364	1288.967	0.324	10.151	1272.103	1016.222	0.696	9.382	849.223	524.210	-0.030	9.890	939.012	958.743
b3416	malQ	-0.905	11.341	1895.680	3549.746	0.331	11.917	4337.055	3447.895	1.623	11.857	6510.262	2113.620	0.694	11.685	4187.867	2588.678	0.410	10.038	1211.854	912.070	0.154	11.184	2454.137	2205.668	-0.398	8.349	284.050	374.287	-0.357	8.767	384.943	493.019	0.831	10.966	2667.921	1499.743	0.764	10.424	1790.318	1054.249	0.130	11.931	4084.659	3732.690
b3417	malP	-0.493	12.125	3765.172	5298.984	0.471	12.302	5945.160	4289.221	-0.021	13.761	13782.023	13984.102	0.481	13.452	13238.940	9485.447	-0.279	10.582	1391.572	1688.469	-0.501	11.549	2518.764	3564.540	-0.863	9.749	638.039	1160.475	-0.944	9.908	692.658	1332.574	0.874	13.533	16046.822	8755.659	0.682	12.615	7945.928	4952.702	0.189	12.590	6582.865	5774.579
b3418	malT	-0.355	11.835	3230.406	4131.643	-0.164	12.636	6013.545	6737.511	0.006	13.080	8677.117	8641.104	-0.008	12.848	7352.402	7393.286	-0.226	10.429	1274.751	1490.933	-0.433	11.307	2180.586	2943.874	-0.874	9.868	690.262	1265.069	-0.614	9.841	741.344	1134.625	-0.010	12.283	4966.453	5000.997	0.188	11.466	3019.303	2650.410	0.463	12.145	5317.381	3857.633
b3419	b3419	0.138	10.975	2111.423	1918.815	-0.084	11.223	2321.755	2460.951	-0.856	12.101	3265.300	5910.236	-0.471	12.080	3677.475	5097.238	0.081	10.375	1365.771	1291.203	-0.184	11.289	2347.647	2666.996	-0.535	9.112	459.684	666.056	-0.313	9.198	526.942	654.614	0.013	9.710	841.314	833.767	0.007	8.913	483.208	480.869	-0.025	11.390	2660.534	2707.039
b3420	b3420	-0.016	10.514	1454.190	1470.407	0.160	11.299	2663.301	2383.722	-0.217	12.082	4021.450	4674.188	0.840	12.392	7191.116	4017.271	0.181	9.981	1076.028	949.155	0.196	10.888	2028.222	1770.572	0.088	9.540	767.488	722.073	0.264	8.756	473.756	394.532	0.278	9.671	897.644	740.317	0.089	9.067	553.140	520.048	0.306	11.152	2530.137	2046.581
b3421	rtcB	0.868	11.010	2786.040	1526.487	-1.072	11.364	1817.828	3821.703	-1.002	11.869	2643.072	5293.477	-0.722	11.924	3025.588	4990.608	-0.743	8.670	314.845	526.942	-1.013	11.127	1574.306	3177.111	-0.944	9.435	499.036	960.073	-0.984	9.521	522.396	1033.269	-0.071	8.853	451.161	473.920	0.033	8.155	288.315	281.795	0.054	11.722	3441.925	3315.475
b3422	rtcR	0.678	10.759	2191.951	1370.038	-0.611	11.323	2072.994	3166.120	-0.919	12.589	4480.674	8472.077	-0.889	12.546	4394.551	8138.234	-0.207	10.158	1063.423	1227.494	-0.379	10.896	1671.005	2173.041	-0.713	9.093	426.529	699.170	-0.496	9.538	625.992	882.835	0.021	9.166	578.631	570.269	0.204	8.230	322.242	279.751	-0.022	11.721	3350.127	3401.605
b3423	glpR	-0.811	11.211	1789.697	3139.894	1.234	11.670	4997.532	2124.636	0.863	12.682	8862.512	4872.681	1.048	12.436	7967.989	3853.624	0.501	10.395	1601.824	1131.876	0.317	11.034	2340.336	1878.675	0.874	9.153	770.686	420.511	0.555	9.087	659.167	448.667	0.048	10.592	1569.403	1518.046	0.083	9.572	783.343	739.548	0.077	11.737	3505.732	3323.528
b3424	glpG	-0.773	11.163	1754.081	2997.409	0.962	11.662	4522.798	2321.755	0.859	12.629	8531.005	4703.438	0.688	12.366	6700.254	4158.940	0.547	10.075	1303.794	892.371	0.499	11.236	2867.345	2028.925	0.237	10.042	1144.499	971.116	0.294	9.428	762.715	622.099	-0.186	9.970	940.315	1069.707	0.485	9.175	683.833	488.597	-0.210	11.125	2076.589	2401.966
b3425	glpE	-1.141	12.007	2771.594	6112.302	1.629	11.628	5566.289	1799.649	1.862	13.048	16147.240	4442.019	1.318	12.789	11175.099	4482.227	0.748	10.596	2005.853	1194.342	0.431	11.276	2879.295	2135.710	1.334	9.425	1091.427	432.933	0.933	9.882	1303.794	682.886	-0.198	10.715	1569.403	1800.273	-0.362	9.765	767.488	986.380	0.294	11.712	3714.623	3029.786
b3426	glpD																																												
b3427	yzgL	-0.321	9.906	858.396	1072.305	1.150	12.147	6756.217	3044.522	1.135	13.334	15302.715	6967.860	1.394	12.994	13225.182	5032.292	0.600	10.922	2388.684	1575.943	0.771	11.553	3925.063	2300.130	1.524	10.929	3306.296	1149.667	1.426	10.682	2693.003	1002.231	-0.004	11.619	3140.982	3149.703	-0.080	10.368	1285.399	1358.689	-0.289	11.772	3163.926	3865.663
b3428	glgP	-0.315	11.248	2180.586	2712.674	0.130	11.784	3688.964	3371.091	0.761	12.273	6442.925	3801.887	0.548	12.272	5980.291	4090.326	-0.116	10.430	1325.205	1436.159	-0.065	10.682	1606.271	1680.296	0.481	9.513	863.169	618.444	0.217	8.820	487.244	419.201	0.120	11.086	2266.107	2085.243	0.060	10.368	1349.304	1294.339	-0.013	10.053	1057.543	1067.115
b3429	glgA	0.152	10.677	1725.741	1553.170	-0.052	12.164	4507.151	4672.568	-0.249	13.299	9245.272	10986.925	-0.053	12.969	7871.921	8166.488	0.076	10.204	1211.014	1148.870	-0.024	11.243	2403.631	2443.952	-0.229	9.879	869.776	1019.397	-0.053	9.949	970.443	1006.757	0.083	11.520	3022.444	2853.467	0.292	10.220	1319.705	1077.894	-0.230	10.158	1054.980	1237.317
b3430	glgC	-0.533	11.948	3284.596	4752.596	0.366	11.165	2606.684	2022.607	0.645	12.793	8874.807	5675.375	0.680	12.734	8623.154	5382.274	0.003	10.135	1125.617	1123.279	-0.378	11.277	2176.810	2828.850	-0.646	9.524	588.541	920.963	-0.796	9.578	580.037	1007.106	0.095	11.951	4091.744	3830.986	0.184	11.047	2255.138	1985.106	-0.101	10.540	1437.653	1541.907
b3431	glgX	0.258	11.871	4096.000	3425.265	0.087	11.003	2115.085	1991.307	-0.682	13.560	9534.886	15297.412	0.021	13.032	8436.916	8314.997	0.073	9.100	562.808	535.039	0.245	11.291	2727.758	2301.725	-0.341	9.680	728.861	923.200	-0.249	9.850	846.578	1006.060	0.296	12.157	5060.275	4121.632	0.190	10.775	1871.527	1640.591	0.254	10.525	1609.057	1349.304
b3432	glgB	-0.232	11.869	3451.481	4053.634	-0.022	12.340	5145.159	5224.220	0.420	12.082	5014.882	3748.246	0.278	11.495	3178.213	2621.179	-0.196	9.115	518.069	593.457	-0.349	11.256	2167.025	2760.091	-0.771	9.608	597.378	1019.397	-0.531	9.738	710.406	1026.487	0.064	11.464	2888.290	2762.962	0.262	10.520	1607.942	1340.913	-0.276	10.432	1255.460	1520.152
b3433	asd	-0.330	12.573	5434.758	6831.563	0.349	12.885	8536.920	6702.576	0.519	13.308	12140.162	8472.077	1.515	12.951	13386.582	4683.918	0.487	10.631	1877.374	1339.520	0.057	11.708	3412.232	3280.045	0.212	9.772	940.967	812.374	0.149	10.018	1091.805	984.672	-0.117	12.521	5643.991	6120.781	0.153	10.117	1170.979	1053.153	0.045	12.674	6637.849	6433.999
b3434	yhgN	-0.283	11.126	2026.115	2465.219	-0.242	11.796	3269.830	3867.003	0.086	12.169	4744.367	4469.817	-0.031	11.981	3999.212	4086.075	-0.404	10.281	1081.636	1431.190	-0.312	11.430	2476.351	3074.210	-0.496	8.474	299.414	422.264	-0.356	9.418	604.668	773.898	-0.064	9.384	653.480	683.122	-0.085	9.009	500.248	530.607	-0.200	12.067	4003.372	4598.667
b3435	b3435	0.072	11.371	2715.496	2583.301	0.004	11.480	2860.398	2852.478	0.230	12.594	6695.611	5708.912	0.166	12.441	5889.788	5249.630	-0.225	9.779	812.655	949.813	-0.076	10.990	1980.982	2088.136	0.098	9.641	826.001	771.755	0.320	9.568	848.047	679.345	0.257	9.874	1025.776	858.396	0.135	9.119	582.656	530.607	-0.071	11.963	3895.249	4091.744
b3436	b3436	0.746	11.271	3200.319	1908.204	-0.640	11.704	2672.548	4164.709	-1.079	12.546	4114.496	8692.166	-0.860	12.526	4377.829	7945.928	0.330	10.462	1581.415	1258.073	-0.076	11.255	2380.419	2509.180	-0.247	9.447	640.698	760.340	-0.288	9.879	852.172	1040.456	0.053	9.418	696.751	671.619	-0.215	8.967	464.489	539.134	0.145	11.858	3903.358	3530.116
b3437	gntK	0.362	11.248	2757.223	2145.354	-0.320	11.002	1835.554	2291.378	0.064	12.802	7301.616	6984.785	-0.278	12.472	5159.444	6255.892	-0.309	10.123	1001.884	1241.183	-0.148	11.087	2066.538	2289.791	0.146	9.373	697.476	630.346	-0.421	9.237	521.492	698.202	0.411	10.106	1270.781	955.757	0.171	9.406	719.824	639.367	0.255	11.627	3455.072	2895.306
b3438	gntR	0.614	12.234	5959.601	3893.900	-0.074	12.257	4770.749	5021.839	-0.942	13.932	11276.252	21663.819	-1.044	13.655	8983.114	18522.613	-0.301	10.392	1210.595	1491.450	-0.755	10.812	1383.877	2335.475	-0.606	10.081	877.953	1336.274	-0.596	10.132	912.702	1379.567	-0.301	11.613	2821.996	3476.693	0.948	10.574	2117.285	1097.496	0.239	10.248	1321.078	1119.392
b3439	yhhW	0.626	11.402	3361.758	2178.320	-0.362	11.380	2350.904	3021.397	-0.563	12.606	5129.136	7577.467	-0.587	12.709	5463.084	8206.208	-0.459	10.266	1050.238	1443.645	-0.419	11.167	1988.548	2658.690	-0.893	9.040	386.279	717.333	-0.662	9.207	469.832	743.403	0.172	9.880	1000.150	887.744	0.140	9.209	621.237	563.784	0.112	11.702	3463.464	3204.759
b3440	yhhX	-0.380	11.642	2801.532	3645.750	0.550	11.768	4219.920	2882.290	0.090	12.832	7522.518	7067.577	0.369	12.469	6442.925	4988.879	-0.489	10.354	1104.747	1550.481	-0.225	11.065	1981.669	2316.129	-0.740	9.727	655.749	1095.216	-0.708	9.594	604.668	987.749	0.239	11.023	2260.616	1915.493	0.199	11.210	2538.042	2211.026	0.097	12.154	4713.229	4406.752
b3441	yhhY	-0.225	10.820	1672.163	1954.386	-0.035	11.165	2268.464	2324.170	-0.180	12.281	4675.808	5297.148	-0.269	12.195	4271.420	5146.943	-0.309	10.472	1276.077	1580.867	-0.233	11.261	2263.752	2660.534	-0.555	9.290	516.455	758.760	-0.584	9.128	456.984	685.019	-0.216	10.368	1226.218	1424.263	-0.272	9.665	738.779	892.062	-0.345	12.098	3889.853	4940.701
b3442	yhhZ	0.571	11.173	2814.182	1894.367	-0.744	11.667	2512.660	4208.236	-0.152	12.466	5367.371	5963.733	-0.281	12.553	5451.736	6624.060	-0.087	10.377	1290.308	1370.513	-0.375	11.369	2322.560	3011.987	-0.169	9.983	954.433	1073.049	0.026	9.624	796.207	781.987	0.296	9.322	709.176	577.629	-0.058	8.694	405.905	422.556	0.195	11.777	3754.747	3280.045
